"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2023,202301,8731,2023000339995,8100.0,2023000087311,140401,1,2,8748.0,2,2,40,1,1,100,0,0,11,116,1,10,185000,1,11
2023,202301,8893,2023000349590,15876.0,2023000088931,40201,1,2,18468.0,0,1,20,6,2,200,0,0,8,81,1,10,7000,1,11
2023,202301,9055,2023000361110,12312.0,2023000090551,140201,1,1,12312.0,0,2,31,6,1,100,0,0,10,101,1,10,42500,1,11
2023,202301,9379,2023000382367,21222.0,2023000093791,40201,1,1,21222.0,0,2,37,1,1,100,0,0,11,114,1,10,121000,1,11
2023,202301,10027,2023000429056,11178.0,2023000100271,280201,1,1,11340.0,0,2,62,4,2,200,0,0,10,101,1,10,46000,1,11
2023,202301,10189,2023000440044,11016.0,2023000101891,90001,1,1,10854.0,1,1,33,1,1,100,0,0,7,71,1,10,95000,1,11
2023,202301,10189,2023000440044,11016.0,2023000101891,90001,1,2,9558.0,1,2,31,1,1,100,0,0,7,71,1,10,50000,1,11
2023,202301,10513,2023000461885,15066.0,2023000105131,30001,1,1,14904.0,3,2,44,4,1,100,0,0,7,71,1,10,62000,1,11
2023,202301,10675,2023000472671,46008.0,2023000106751,40201,1,1,46170.0,0,1,38,6,2,200,0,0,7,71,1,10,42000,1,11
2023,202301,10675,2023000472671,46008.0,2023000106751,40201,1,2,47952.0,0,1,37,4,2,200,0,0,6,63,1,10,40000,1,11
2023,202301,10837,2023000482699,6804.0,2023000108371,110001,1,1,6804.0,0,1,37,4,1,100,0,0,6,63,1,10,0,1,11
2023,202301,10837,2023000482699,6804.0,2023000108371,110001,1,2,7614.0,0,2,31,4,1,100,0,0,6,63,1,10,22000,1,11
2023,202301,10837,2023000482699,6804.0,2023000108371,110001,1,3,5184.0,0,2,29,6,1,100,0,0,6,63,1,10,22000,1,11
2023,202301,10999,2023000492937,21870.0,2023000109991,30001,1,1,21870.0,0,2,55,5,8,802,0,0,7,71,1,10,35000,1,11
2023,202301,11161,2023000503183,13446.0,2023000111611,60001,1,2,10206.0,0,1,58,1,1,100,0,0,6,65,1,10,50000,1,11
2023,202301,11323,2023000514025,3726.0,2023000113231,230001,1,1,3726.0,1,1,41,3,2,200,0,0,6,63,1,10,36000,1,11
2023,202301,11809,2023000545867,15390.0,2023000118091,210101,1,2,16848.0,0,1,58,1,1,100,0,0,11,116,1,10,125000,1,11
2023,202301,11971,2023000557328,2106.0,2023000119711,100001,1,1,2268.0,0,2,56,1,1,100,0,0,7,71,1,10,30000,1,11
2023,202301,11971,2023000557328,2106.0,2023000119711,100001,1,2,2592.0,0,1,56,1,1,100,0,0,7,71,1,10,83000,1,11
2023,202301,12133,2023000567447,13932.0,2023000121331,130101,1,1,14094.0,1,1,63,1,1,100,0,0,6,63,1,10,85000,1,11
2023,202301,12133,2023000567447,13932.0,2023000121331,130101,1,3,15228.0,0,1,37,6,1,100,0,0,6,61,1,10,11100,1,11
2023,202301,12295,2023000578570,7938.0,2023000122951,110001,1,1,7938.0,3,1,43,1,1,100,0,0,6,65,1,10,55000,1,11
2023,202301,12295,2023000578570,7938.0,2023000122951,110001,1,2,8424.0,3,2,42,1,1,100,0,0,11,114,1,10,59000,1,11
2023,202301,12781,2023000610649,57510.0,2023000127811,240001,1,1,57510.0,0,2,60,5,2,200,0,0,11,114,1,10,0,1,11
2023,202301,13429,2023000651858,3564.0,2023000134291,40301,1,1,3402.0,0,1,55,1,3,361,0,0,10,101,1,10,37000,2,20
2023,202301,13753,2023000674085,88452.0,2023000137531,30001,1,2,53298.0,1,1,22,1,7,700,4,412,4,40,1,10,33000,1,11
2023,202301,13915,2023000685407,9072.0,2023000139151,180201,1,2,12312.0,0,1,58,1,1,100,0,0,11,114,1,10,50000,2,20
2023,202301,14077,2023000696128,28512.0,2023000140771,280101,1,2,34506.0,1,2,59,1,1,100,0,0,6,63,1,10,12500,1,11
2023,202301,14077,2023000696128,28512.0,2023000140771,280101,1,3,34020.0,2,2,20,6,1,100,0,0,6,64,1,10,20000,1,11
2023,202301,14563,2023000731518,30618.0,2023000145631,60001,1,1,30618.0,2,1,31,1,1,100,0,0,7,71,1,10,72000,2,20
2023,202301,14725,2023000742941,2268.0,2023000147251,60001,1,1,2106.0,2,2,32,1,1,100,0,0,11,114,1,10,58000,1,11
2023,202301,14725,2023000742941,2268.0,2023000147251,60001,1,2,3888.0,2,1,45,1,1,100,0,0,8,81,1,10,60000,1,11
2023,202301,14887,2023000754145,54270.0,2023000148871,280101,1,2,48276.0,4,1,22,6,2,200,0,0,6,63,1,10,45000,1,11
2023,202301,15049,2023000765484,13770.0,2023000150491,30001,1,1,13608.0,1,2,35,4,1,100,0,0,7,71,1,10,39000,1,11
2023,202301,15373,2023000787376,44226.0,2023000153731,120201,1,2,27864.0,0,1,21,6,8,811,0,0,7,71,1,10,6000,1,11
2023,202301,15373,2023000787376,44226.0,2023000153731,120201,1,3,60426.0,0,1,20,6,8,826,3,300,7,71,1,10,3000,1,11
2023,202301,15535,2023000797922,3888.0,2023000155351,50101,1,1,3888.0,0,1,53,4,1,100,0,0,6,63,1,10,86000,2,20
2023,202301,15697,2023000808281,61074.0,2023000156971,120101,1,1,61074.0,0,1,51,5,1,100,0,0,6,63,1,10,110000,1,11
2023,202301,15859,2023000818925,37746.0,2023000158591,150101,1,2,63342.0,0,2,24,6,1,100,0,0,6,63,1,10,25000,1,11
2023,202301,15859,2023000818925,37746.0,2023000158591,150101,1,3,44874.0,0,1,41,2,2,200,0,0,8,81,1,10,60000,1,11
2023,202301,15859,2023000818925,37746.0,2023000158591,150101,1,4,58968.0,0,1,23,6,1,100,0,0,6,63,1,10,17900,1,11
2023,202301,16021,2023000830753,4698.0,2023000160211,230001,1,1,4698.0,1,2,52,4,1,100,0,0,10,101,1,10,50000,1,11
2023,202301,16183,2023000842245,10530.0,2023000161831,80001,1,1,10692.0,0,1,37,6,1,100,0,0,10,101,1,10,37100,2,20
2023,202301,16345,2023000852481,52650.0,2023000163451,120201,1,1,52650.0,2,2,29,6,2,200,0,0,0,2,1,10,10000,1,11
2023,202301,16669,2023000874498,12150.0,2023000166691,80001,1,1,12150.0,1,1,62,1,2,200,0,0,11,114,1,10,24000,2,20
2023,202301,16669,2023000874498,12150.0,2023000166691,80001,1,2,20898.0,1,2,46,1,2,200,0,0,8,81,1,10,7200,1,11
2023,202301,17155,2023000908163,16848.0,2023000171551,140101,1,1,16848.0,0,1,61,4,1,100,0,0,10,101,1,10,140000,1,11
2023,202301,17317,2023000918527,12474.0,2023000173171,40201,1,2,11340.0,1,2,59,1,1,100,0,0,6,63,1,10,18000,1,11
2023,202301,17317,2023000918527,12474.0,2023000173171,40201,1,3,17010.0,0,2,22,6,1,100,0,0,6,63,1,10,8600,1,11
2023,202301,17641,2023000939916,21222.0,2023000176411,210101,1,1,21384.0,0,2,65,1,1,100,0,0,10,101,1,10,6000,1,11
2023,202301,17803,2023000950062,19764.0,2023000178031,70001,1,1,19764.0,1,2,26,6,2,200,0,0,6,63,1,10,13200,1,11
2023,202301,17965,2023000961166,13284.0,2023000179651,70001,1,1,13284.0,0,1,32,1,1,100,0,0,6,65,1,10,37000,2,20
2023,202301,17965,2023000961166,13284.0,2023000179651,70001,1,2,12150.0,0,2,33,1,1,100,0,0,8,81,1,10,29000,1,11
2023,202301,18127,2023000971747,11016.0,2023000181271,150201,1,1,11178.0,0,2,49,1,1,100,0,0,7,71,1,10,40000,1,11
2023,202301,18451,2023000995326,7452.0,2023000184511,280301,1,4,12474.0,0,1,38,6,2,200,0,0,7,71,1,10,0,2,20
2023,202301,18775,2023001016343,27540.0,2023000187751,240001,1,1,27540.0,5,2,40,4,2,200,0,0,5,50,1,10,20000,1,11
2023,202301,19423,2023001063511,54270.0,2023000194231,110001,1,1,54108.0,0,1,32,1,2,200,0,0,0,2,1,10,35000,1,11
2023,202301,19423,2023001063511,54270.0,2023000194231,110001,1,2,53136.0,0,2,27,1,2,200,0,0,0,2,1,10,50000,1,11
2023,202301,19747,2023001086024,8424.0,2023000197471,280201,1,2,10044.0,0,1,61,1,1,100,0,0,7,71,1,10,65000,1,11
2023,202301,20071,2023001107799,16524.0,2023000200711,170001,1,1,16524.0,0,2,58,4,2,200,0,0,8,81,1,10,28000,1,11
2023,202301,20233,2023001120403,32886.0,2023000202331,260001,1,1,32724.0,0,1,39,1,1,100,0,0,7,71,1,10,35000,1,11
2023,202301,20233,2023001120403,32886.0,2023000202331,260001,1,2,26730.0,0,2,52,1,1,100,0,0,6,63,1,10,37000,1,11
2023,202301,20395,2023001132701,3564.0,2023000203951,70001,1,1,3564.0,0,1,40,6,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,20557,2023001145065,15552.0,2023000205571,40301,1,1,15552.0,0,2,63,4,1,100,0,0,10,101,1,10,29000,1,11
2023,202301,21367,2023001202040,9234.0,2023000213671,260001,1,1,9396.0,0,2,51,4,2,200,0,0,6,65,1,10,43000,1,11
2023,202301,22177,2023001254578,11988.0,2023000221771,140301,1,1,11988.0,0,2,43,4,1,100,0,0,7,71,1,10,35000,1,11
2023,202301,22825,2023001299147,15228.0,2023000228251,70001,1,2,19926.0,0,2,61,1,1,100,0,0,7,71,1,10,26800,1,11
2023,202301,22987,2023001310742,15228.0,2023000229871,140101,1,1,15228.0,0,2,54,4,2,200,0,0,10,101,1,10,120000,2,20
2023,202301,23149,2023001322681,17982.0,2023000231491,70001,1,1,17982.0,0,1,41,4,1,100,0,0,6,63,1,10,53000,1,11
2023,202301,23473,2023001344388,35640.0,2023000234731,280101,1,2,51354.0,0,1,38,6,2,200,0,0,6,63,1,10,27400,1,11
2023,202301,23635,2023001354257,4374.0,2023000236351,70001,1,2,4698.0,0,1,63,1,1,100,0,0,3,30,1,10,6000,2,20
2023,202301,23797,2023001364757,12636.0,2023000237971,110001,1,1,12636.0,2,1,41,1,1,100,0,0,6,65,1,10,38000,1,11
2023,202301,23797,2023001364757,12636.0,2023000237971,110001,1,2,12960.0,2,2,43,1,1,100,0,0,8,81,1,10,36000,1,11
2023,202301,24121,2023001385473,1134.0,2023000241211,50101,1,4,486.0,0,2,48,4,3,361,0,0,6,65,1,10,24000,1,11
2023,202301,24445,2023001406811,68526.0,2023000244451,100001,1,1,68526.0,1,1,27,1,8,826,1,100,6,63,1,10,50000,1,11
2023,202301,24445,2023001406811,68526.0,2023000244451,100001,1,2,104004.0,1,2,22,1,8,826,1,100,6,63,1,10,10000,1,11
2023,202301,24607,2023001416852,10854.0,2023000246071,100001,1,1,11016.0,2,2,50,1,1,100,0,0,6,63,1,10,19000,1,11
2023,202301,24607,2023001416852,10854.0,2023000246071,100001,1,2,8100.0,2,1,50,1,1,100,0,0,6,63,1,10,70000,1,11
2023,202301,24607,2023001416852,10854.0,2023000246071,100001,1,3,6642.0,0,1,18,6,1,100,0,0,6,63,1,10,3500,1,11
2023,202301,24607,2023001416852,10854.0,2023000246071,100001,1,5,5670.0,0,1,36,4,1,100,0,0,6,63,1,12,10000,2,20
2023,202301,24931,2023001439130,10368.0,2023000249311,40101,1,1,10368.0,0,2,64,1,1,100,0,0,6,63,1,10,36000,1,11
2023,202301,25093,2023001451358,15390.0,2023000250931,40301,1,1,15552.0,1,2,27,2,2,200,0,0,7,71,1,10,6700,1,11
2023,202301,25093,2023001451358,15390.0,2023000250931,40301,1,3,11340.0,1,1,53,2,2,200,0,0,6,63,1,10,96000,1,11
2023,202301,25093,2023001451358,15390.0,2023000250931,40301,1,4,16038.0,0,2,46,4,2,200,0,0,10,101,1,10,70000,1,11
2023,202301,25903,2023000029898,23652.0,2023000259031,30002,1,1,23652.0,0,2,52,1,8,802,0,0,8,81,1,10,58000,2,20
2023,202301,25903,2023000029898,23652.0,2023000259031,30002,1,2,8748.0,0,1,53,1,1,100,0,0,8,81,1,10,0,1,11
2023,202301,26227,2023000238722,23814.0,2023000262271,20002,1,1,23814.0,0,1,24,6,1,100,0,0,8,81,1,10,40000,1,11
2023,202301,26551,2023000418252,10530.0,2023000265511,20002,1,1,10530.0,4,1,47,1,1,100,0,0,10,101,1,12,80000,1,11
2023,202301,26551,2023000418252,10530.0,2023000265511,20002,1,3,10854.0,0,1,20,6,8,802,0,0,6,65,1,10,1400,1,13
2023,202301,26713,2023000520306,3402.0,2023000267131,40002,1,1,3240.0,1,1,56,1,1,100,0,0,10,101,1,10,90000,2,20
2023,202301,26713,2023000520306,3402.0,2023000267131,40002,1,2,3726.0,1,2,52,1,1,100,0,0,8,81,1,10,50000,1,11
2023,202301,26713,2023000520306,3402.0,2023000267131,40002,1,3,13446.0,0,1,27,6,1,100,0,0,6,63,1,10,58000,1,11
2023,202301,26875,2023000618899,18630.0,2023000268751,20002,1,2,23328.0,2,1,41,1,1,100,0,0,6,64,1,10,36000,1,11
2023,202301,27037,2023000722679,9558.0,2023000270371,20002,1,2,10530.0,0,2,63,1,8,826,1,100,6,63,1,10,90000,1,11
2023,202301,27199,2023000822109,2106.0,2023000271991,40002,1,1,2106.0,6,2,46,1,1,100,0,0,10,101,1,10,120000,1,11
2023,202301,27199,2023000822109,2106.0,2023000271991,40002,1,2,2106.0,6,1,47,1,3,381,0,0,7,71,1,10,98000,1,11
2023,202301,27199,2023000822109,2106.0,2023000271991,40002,1,3,1944.0,0,2,21,6,3,381,0,0,3,30,1,10,0,1,11
2023,202301,28819,2023010022511,7290.0,2023000288191,190704,4,1,7290.0,0,1,20,6,8,834,0,0,6,63,1,10,1000,1,11
2023,202301,30763,2023010109484,8100.0,2023000307631,10904,4,1,8100.0,0,1,21,6,1,100,1,100,7,71,1,10,10000,1,11
2023,202301,31897,2023010159216,4860.0,2023000318971,100004,4,1,4860.0,0,1,25,6,3,315,0,0,7,71,1,10,1100,1,11
2023,202301,32383,2023000002706,8586.0,2023000323831,10504,1,1,8424.0,0,2,49,6,6,600,0,0,10,101,1,10,101000,1,11
2023,202301,32869,2023000029043,11340.0,2023000328691,11004,1,1,11340.0,0,1,30,6,1,100,0,0,10,101,1,10,36000,2,20
2023,202301,33517,2023000059745,13770.0,2023000335171,12004,1,2,15228.0,2,1,40,1,1,100,0,0,10,101,1,10,150000,1,11
2023,202301,34003,2023000082479,9720.0,2023000340031,13004,1,1,9882.0,0,1,25,6,1,100,0,0,10,101,1,10,150000,1,11
2023,202301,34489,2023000106107,17496.0,2023000344891,10804,1,1,17496.0,3,1,33,1,1,100,0,0,11,116,1,10,559000,1,11
2023,202301,34651,2023000114091,19602.0,2023000346511,11404,1,1,19602.0,1,2,53,4,1,100,0,0,7,71,1,10,52000,1,11
2023,202301,35947,2023000177758,15714.0,2023000359471,190504,1,1,15714.0,2,2,38,2,8,826,1,100,8,81,1,10,32000,1,11
2023,202301,36271,2023000194277,9396.0,2023000362711,11604,1,1,9396.0,0,1,42,6,1,100,0,0,7,71,1,10,35900,1,11
2023,202301,36271,2023000194277,9396.0,2023000362711,11604,1,2,8424.0,0,1,40,6,2,200,0,0,6,63,1,10,31200,1,11
2023,202301,36433,2023000202272,2592.0,2023000364331,90004,1,1,2592.0,0,1,62,1,7,700,1,100,6,65,1,10,140000,2,20
2023,202301,36595,2023000211456,10206.0,2023000365951,80704,1,1,10206.0,2,1,42,1,1,100,0,0,7,71,1,10,78000,1,11
2023,202301,36595,2023000211456,10206.0,2023000365951,80704,1,2,7776.0,2,2,39,1,1,100,0,0,7,71,1,10,4500,1,11
2023,202301,37081,2023000234265,6966.0,2023000370811,13304,1,1,6966.0,2,1,41,1,7,700,1,100,6,63,1,10,50000,1,11
2023,202301,37081,2023000234265,6966.0,2023000370811,13304,1,3,6642.0,0,1,19,6,7,700,1,100,6,63,1,10,40000,1,11
2023,202301,37243,2023000242014,7452.0,2023000372431,190604,1,2,6966.0,1,1,35,1,1,100,0,0,7,71,1,10,100000,1,11
2023,202301,37405,2023000251292,32400.0,2023000374051,12304,1,1,32400.0,3,2,41,1,1,100,0,0,8,81,1,10,38000,1,11
2023,202301,37405,2023000251292,32400.0,2023000374051,12304,1,2,34182.0,3,1,42,1,1,100,1,100,3,30,1,10,28000,1,11
2023,202301,37567,2023000259442,23166.0,2023000375671,10304,1,1,23166.0,0,1,37,6,2,200,0,0,6,63,1,10,46000,1,11
2023,202301,37729,2023000266399,17010.0,2023000377291,80304,1,1,16848.0,0,1,42,4,1,100,0,0,6,64,1,10,94000,1,11
2023,202301,37729,2023000266399,17010.0,2023000377291,80304,1,2,17334.0,0,2,22,6,1,100,0,0,6,63,1,10,35000,1,13
2023,202301,37891,2023000273277,23166.0,2023000378911,190104,1,1,23166.0,3,2,44,1,1,100,0,0,10,101,1,10,1000,1,11
2023,202301,37891,2023000273277,23166.0,2023000378911,190104,1,2,23328.0,3,1,43,1,1,100,0,0,7,71,1,10,42000,1,11
2023,202301,38053,2023000280818,13284.0,2023000380531,190104,1,1,13284.0,0,2,58,1,1,100,0,0,6,65,1,10,87000,1,11
2023,202301,38377,2023000297295,114372.0,2023000383771,11804,1,1,114534.0,0,1,25,6,2,200,0,0,6,63,1,10,43100,1,11
2023,202301,38539,2023000305947,40986.0,2023000385391,100004,1,1,40986.0,3,2,44,1,1,100,0,0,8,81,1,10,60000,1,11
2023,202301,38539,2023000305947,40986.0,2023000385391,100004,1,2,37422.0,3,1,51,1,1,100,0,0,7,71,1,10,50000,1,11
2023,202301,38701,2023000314332,17820.0,2023000387011,11104,1,1,17820.0,0,1,43,1,9,921,0,0,10,101,1,10,70000,1,11
2023,202301,38701,2023000314332,17820.0,2023000387011,11104,1,2,17010.0,0,2,37,1,5,500,0,0,8,81,1,10,25000,1,11
2023,202301,38863,2023000322170,62370.0,2023000388631,80304,1,1,62370.0,2,1,46,1,1,100,1,100,0,2,1,10,45000,1,11
2023,202301,39025,2023000330931,15066.0,2023000390251,13204,1,1,15066.0,1,1,58,1,1,100,0,0,6,63,1,10,101000,1,11
2023,202301,39025,2023000330931,15066.0,2023000390251,13204,1,2,14256.0,1,2,56,1,1,100,0,0,6,63,1,10,51000,1,11
2023,202301,39025,2023000330931,15066.0,2023000390251,13204,1,3,14742.0,0,2,28,6,1,100,0,0,6,63,1,10,17300,1,11
2023,202301,39187,2023000338547,5508.0,2023000391871,13504,1,1,5508.0,2,2,40,1,1,100,1,100,10,101,1,10,212000,1,11
2023,202301,39187,2023000338547,5508.0,2023000391871,13504,1,2,5022.0,2,1,41,1,1,100,1,100,10,101,1,10,160000,1,11
2023,202301,39349,2023000347397,13932.0,2023000393491,10104,1,1,13932.0,0,1,35,6,8,826,1,100,11,116,1,14,90000,1,12
2023,202301,39349,2023000347397,13932.0,2023000393491,10104,1,2,16200.0,0,2,24,6,8,826,1,100,6,63,1,10,31200,1,11
2023,202301,39349,2023000347397,13932.0,2023000393491,10104,1,3,13770.0,0,1,38,6,8,826,1,100,6,65,1,10,38000,1,11
2023,202301,39511,2023000356236,14094.0,2023000395111,190204,1,1,14094.0,2,2,51,1,6,679,0,0,7,71,1,10,4000,1,11
2023,202301,39511,2023000356236,14094.0,2023000395111,190204,1,2,20088.0,2,1,56,1,1,100,0,0,11,116,1,10,184000,1,11
2023,202301,39511,2023000356236,14094.0,2023000395111,190204,1,4,17982.0,0,2,18,6,9,926,0,0,6,63,1,10,15000,1,11
2023,202301,39673,2023000365587,39042.0,2023000396731,50004,1,1,39204.0,0,2,32,6,1,100,0,0,10,101,1,10,70000,1,11
2023,202301,39835,2023000373594,9882.0,2023000398351,250204,1,1,9882.0,2,1,34,1,7,700,1,100,6,65,1,10,35000,1,11
2023,202301,40159,2023000388830,5670.0,2023000401591,10604,1,1,5832.0,0,1,55,1,6,610,0,0,11,114,1,10,40000,1,11
2023,202301,40159,2023000388830,5670.0,2023000401591,10604,1,2,5022.0,0,2,53,1,6,610,0,0,11,114,1,12,40000,1,11
2023,202301,40321,2023000395857,38718.0,2023000403211,12404,1,1,38718.0,0,1,59,4,1,100,0,0,7,71,1,10,50000,1,13
2023,202301,40483,2023000404532,20250.0,2023000404831,13204,1,1,20250.0,3,2,48,1,1,100,1,100,6,65,1,10,68000,1,11
2023,202301,40483,2023000404532,20250.0,2023000404831,13204,1,2,24138.0,3,1,54,1,1,100,0,0,7,71,1,10,30000,1,11
2023,202301,40483,2023000404532,20250.0,2023000404831,13204,1,3,24624.0,0,1,21,6,1,100,0,0,7,71,1,10,16000,1,11
2023,202301,40645,2023000412669,10530.0,2023000406451,190204,1,1,10530.0,2,2,50,4,6,600,0,0,10,101,1,10,92000,1,11
2023,202301,40645,2023000412669,10530.0,2023000406451,190204,1,2,18792.0,0,1,24,6,6,600,0,0,10,101,1,10,65000,1,11
2023,202301,40645,2023000412669,10530.0,2023000406451,190204,1,3,18954.0,0,1,18,6,6,600,0,0,6,65,1,10,10000,1,11
2023,202301,41455,2023000452794,9720.0,2023000414551,10104,1,1,9720.0,0,2,62,6,8,826,0,0,10,101,1,10,114000,1,11
2023,202301,41779,2023000468832,12636.0,2023000417791,13504,1,1,12636.0,1,1,48,1,6,620,0,0,11,114,1,10,129000,1,11
2023,202301,41941,2023000476169,14418.0,2023000419411,12204,1,1,14580.0,1,1,41,1,3,361,0,0,8,81,1,10,68000,2,20
2023,202301,41941,2023000476169,14418.0,2023000419411,12204,1,2,15066.0,1,2,46,1,6,600,0,0,6,63,1,10,20000,1,11
2023,202301,42265,2023000492331,29646.0,2023000422651,190104,1,1,29646.0,0,1,25,6,1,100,1,100,3,30,1,10,40000,1,11
2023,202301,42751,2023000515547,60102.0,2023000427511,70104,1,2,33048.0,1,2,36,1,8,826,1,100,6,65,1,10,52000,1,11
2023,202301,42913,2023000523126,20250.0,2023000429131,10704,1,1,20250.0,1,1,62,1,2,200,0,0,10,101,1,10,50000,1,11
2023,202301,42913,2023000523126,20250.0,2023000429131,10704,1,2,17172.0,1,2,50,1,2,200,0,0,10,101,1,10,280000,1,11
2023,202301,43237,2023000539961,10044.0,2023000432371,190804,1,1,10044.0,2,1,45,4,1,100,0,0,7,71,1,10,110000,1,11
2023,202301,43237,2023000539961,10044.0,2023000432371,190804,1,2,10530.0,0,1,21,6,1,100,0,0,6,63,1,10,75000,1,11
2023,202301,43399,2023000547679,25272.0,2023000433991,11804,1,2,41796.0,0,1,27,6,2,200,0,0,8,81,1,10,35000,1,11
2023,202301,43723,2023000561971,8748.0,2023000437231,10504,1,1,8748.0,4,2,42,1,1,100,0,0,6,63,1,10,12000,1,11
2023,202301,43723,2023000561971,8748.0,2023000437231,10504,1,2,8910.0,4,1,43,1,1,100,0,0,7,71,1,10,12000,1,11
2023,202301,44047,2023000576399,12312.0,2023000440471,50004,1,1,12312.0,1,1,61,6,3,315,0,0,6,63,1,10,44000,1,11
2023,202301,44209,2023000584884,8100.0,2023000442091,10104,1,2,9072.0,0,1,31,1,1,100,0,0,11,115,1,10,60000,1,11
